Text,Summary,Score
"OK, I do love popcorn, but I'm definitely not in the gourmet category.  I'd been using a store brand white popcorn, but decided to try the ""gourmet"" variety to see what I had been missing.  I still pop the old fashioned stove top way, so consider that when you read the rest of this review.  I like the look of the various colors, the popcorn tastes quite good, is it better than my store version, I don't really think so.  What surprised me was that when popped, it makes about 1/2 as much as the store bought, so I have to use at least twice as much to get the same amount of popped popcorn.  So, all in all, I'm going back to the store brand and I'll save some money",Popcorn Lover,3
GOOD BUT HIGHT RATE,Fair,3
Good product butNot properly pecking this product,Nice,3
This is very useful product very nice,Does the job,3
Helpfull,Nice,3
"I looked at the other reviews for this drink, noticed that many said the ginger was way strong. I thought ""Well, I really like ginger, so it'll be ok."" But, really, it's STRONG. Mixing with the instructed 240ml (1 cup) of water leaves a very gingery drink. However, diluting it with about another half-cup of water brought the ginger down to a nice level. At this point it was just SWEET, like ginger tea with 2 packets of Splenda. Way too sweet for me.<br />The lemon is of course overpowered by the ginger. This wouldn't really be a problem if it wasn't so sweet.<br /><br />The one thing I really did like was drinking it with a sore throat. Swollen, aching throat loves ginger, lemon, and hot beverages in general. The Gold Kili drink felt quite nice on my throat and I didn't mind the sweetness or strength of the ginger as much as I probably would normally.<br />Also, it takes a few sips to get used to the flavor. By the time I was almost finished it didn't seem nearly as strong.<br /><br />Coming upon a packet of this, I wouldn't turn it down, but I probably wouldn't buy it. I'd much rather just get tea, like <a href=""http://www.amazon.com/gp/product/B000CQG87Q"">Stash Premium Lemon Ginger Herbal Tea</a>, and sweeten it with honey myself.",VERY Strong... but feels good on sore throat,3
Sige short but ok,Does the job,3
"Not a bad bean, not my favorite either. The flavor is well rounded with strong herbal scents and related undertones (primarily cut grass, wild flowers) . It grinds well and brews well.  It's not an overly oily bean and the resulting coffee is not as viscous as with other blends. It's a more acidic bean than I like.<br /><br />I prefer the Lavazza Tierra blend, it's oilier and its aroma is less herbal and more chocolaty. It's less acidic as well.<br /><br />All that being said, I tried buying Lavazza on Amazon to get the free prime shipping, but it's not worth it.  I'll go back to buying my favorite beans: Danesi Classic (Kimbo Black Top is very good as well).",Depends on what you're looking for. Not my favorite.,3
Just okay prdect,Good,3
"I looked these Halo pumpkin dental chews up on Amazon to see reviews.  I also read the ingredients on them, and found they were wholesome good food products that I would want my dogs eating.<br />  I went by my local animal food store and bought two of these chews for the 25-60Lb size.  One was for my 20lb jack russell who is an avid chewer and the other was for my 40lb aussie/heeler.  Great ingredients.  Since this size has 85 calories a piece, I needed to give only half to the jack.  I gave the jack the half one and the aussie the full one.  Wow, were they hard.  Problem was my jack wanted the whole thing in his mouth while he tried to chew pieces off which he couldn't really.  So I thought uhoh I better get the rest away from him but if he thinks I am coming to take it he will gulp it.  So I distracted him with squirt cheese and took half of the half away.  The aussie promptly gulped the rest of hers fearing I was going after hers too.  So where these were great that they were hard so they actually had to chew on them, maybe not for gulpers.  The dogs seemed very happy with the taste and smell.",Very hard product,3
Ok.. but slightly weighted,Nice,3
"These are a little disappointing.  The cherry flavor is nowhere near as strong as in the standard Haribo Gummibear which I subscribe to on a regular basis.  The aroma is stronger than the taste.  These feel harder, too, and are huge in the mouth to begin with.  The cherries in the bag just sort of stick together like one big ball of red and green rubber.  Bummer.  Hate to see what these look like in the summertime.<br /><br />I'm sucking on one right now and it feels like a bland rubber blob is in my mouth.  You can't be inconspicuous eating one of these!  I won't be getting these again.",Not as good as the standard gummibear,3
Good finishble,Nice,3
Bad seeds,Good,3
Good,Fair,3
The blanket is very nice but very small size,Just okay,3
Not so fast. Bit disappointed.,Decent product,3
"I am definitely in the middle of the fence regarding this product. :-(<br /><br />The good:<br />* Non-BPA packaging (as we all know, almost impossible to find for a plain tomato product)<br />* low in sodium<br />* not sourced in China<br /><br />Now for what I consider the downsides (other than the price, which may not be a deterrent to some).<br /><br />First, compared to the no-salt-added product I used to use (Del Monte Petite Cut Tomatoes, No Salt Added), I do think these tomatoes have FAR less taste. The difference is not due to salt content because the sodium content as given on the packaging of both products is the same. IMHO the Pomi tomatoes taste less ""tomato-y"" than what I used to buy (a friend who also tried the Pomi said she finds the taste ""insipid""). But that is not my main gripe.<br /><br />The package claims 26 1/2 oz net weight (approximately, but close enough). However, a LOT of that weight is the watery juice from the tomatoes and thus I was unpleasantly surprised to see how little of that 26.46 oz is actually TOMATOES. So one day I took the time to strain the package and see exactly how much chopped tomato there is, versus their juice. The strained chopped tomato pieces were weighed on my electronic kitchen scale and came to 13.4 oz; the juice which was strained directly into a measuring cup came to just below the 11 fluid oz mark. Also, some of that 13.4 oz of chopped tomatoes also included a little bit of juice as well, since they were impossible to drain completely ""dry"". So this means that for the current price ($2.50 per box of Pomi at my local supermarkets) you are getting only about 13 oz of chopped tomatoes. That comes to about 19 cents per ounce. Hmmmmmm.<br /><br />This made me curious enough to invest in a ""throwaway"" can of my former choice, the Del Monte Petite Cut tomatoes which comes in a 14.5 oz can, to see how they compared. I strained it in the same manner as I did the Pomi. The results: I got 12 oz of actual tomatoes and only 2.5 oz of their juices. The can of Del Monte was $1.29 (at the same large supermarket chain that sells the Pomi for $2.50) which comes to 10.7 cents per ounce... almost half the cost of the Pomi if you are calculating how much actual chopped tomatoes you get for the money.<br /><br />I must also comment that the consistency of the Pomi chopped tomatoes is much ""mushier"" than the Del Monte petite cut or other typical canned ones ... in fact, IMHO the Pomi chopped is more than halfway to ""sauce"" consistency right out of the box, which is okay for some recipes but not good for others. The Del Monte diced served me perfectly in that regard but again... that darned BPA in their cans! :-(<br /><br />I really DID want to love the Pomi chopped tomatoes and if it was only the taste and the consistency that disappointed, I could probably learn to live with those shortcomings. However the realization that they cost almost twice the price for approximately the same quantity of ACTUAL chopped tomatoes compared to the equivalent canned product, is very frustrating especially in today's economy. Because I usually need little or none of the juice which makes up more than 35% of the package's contents, basically I'm paying a 90% premium for the non-BPA packaging.<br /><br />There should really be a better alternative but I've yet to find it. The few tomatoes in glass jars that I have found, have all contained spices (which I can't use, being allergic to garlic and onion) or have high sodium contents. Ideally, I wish Pomi would add a straining step to this product (which perhaps Del Monte does?) so that their package would contain more tomatoes and less liquid.","I wanted to love everything about these, BUT...",3
Okay,Nan,3
"I was initially surprised how big the toy was (small), but my dog (12 lb Terrier mix) ended up loving it anyways.  I feed him his meals between various puzzle toys and it does wonders for his destructive tendencies.  I was upset when it broke after only one week.  I have mostly carpet with minimal tile floor, so not sure if he got rough with it on the hard surfaces.  I tried taping the bottom shut after I fill it with food, but eventually the screw part totally fell apart and I had to throw it away.  Not sure I will buy another one at this price.  :(","Dog loved it, but it broke after only 1 week!",3
"Was doing the subscribe and save option when they still offered 4 boxes in each shipment for the same price they recently decided to start offering 3 boxes for. There were times when some boxes would taste different then in previous shipments and sometimes some boxes tasted burnt and others did not. It wasn't a bad deal previously, now that they've changed things though it would probably be cheaper for most to purchase them locally.",Different shipments tasted different...Quit Subscribe & Save after it went to 3 boxes...,3
Quality needs to improve... This product is good in this price range...,Nan,3
Nice,Fair,3
I don't know if it is the high altitude(Colorado-6200ft) but many of the KCups exploded in the box.  Blew the tops right off of the KCups.,Coffee Explodes,3
Nice ð,Decent product,3
Good product,Nice,3
It's good but lights getting dull after 30 min of running,Fair,3
"<a href=""http://www.amazon.com/gp/product/B000EXMP74"">Knorr/Lipton Rice Sides, Herb & Butter, 5.4-Ounce Packages (Pack of 12)</a><br />  A long time ago you had a very very good product that was known as herb & butter rice ( NO SIDES-pasta), and it could be used alone or to be mixed with ground meat, bell peppers,& tomatoes to create unstuffed bell peppers.  Then some one decided to IMPROVE!!? the mix by adding pasta, and it is just not as good, but it is the only way I can get the rice that I like.  PLEASE PLEASE go back to the pastaless rice.  Thanks in advance",a hope full wish,3
Good,Nan,3
Ok,Nan,3
"I was hoping that we would like this product more, however we just can't get over the texture. We found that it was easy to mix and made somewhat flat pancakes (we really like fluffy) Overall - I'd suggest buying one pack at your local store before springing for a pack of 4. On the other hand, the birds seem to LOVE this mix so I've been delighted to see them outside my window :)","Grainy, Healthy taste - but good alternative option from Bob's!",3
"Only 15min full hot,,,",Fair,3
Good phone,Good,3
"Oddly, the tea bag wrappers are paper instead of the usual foil used for the very same Stash tea when purchased in the supermarket.  We assume that this will have a negative bearing on tea leaf freshness.",Why Different Packaging?,3
"I found this dish to be a bit bland for my taste buds.<br /><br />The orzo pasta was a nice change of pace than the standard elbow macaroni but I noticed that the small rice-like pasta had a tendency to stick together and form large clumps/masses of pasta.  If I had been better prepared I would have tried to form the masses into balls, breaded them, and fried them to make a version of arancini -- Italian rice balls.  That would have been fun.<br /><br />Anyway, with chicken added to the dish I found it to be okay but, as mentioned, a bit bland and the broccoli in this dish was more for color than flavor.<br /><br />Bump it up with some diced jalapeno and a more flavorful protein and this entree would be much improved.",Okay But A Bit Bland,3
Good,Does the job,3
Value for money,Good,3
the candy itself was a hit. although the quality after being shipped was not. the wax bottles had melted into on another causing one big clump of wax candy....not so great,order in cooler weather,3
Too much of water consumption in light mode also,Fair,3
Good,Does the job,3
"When I've purchased these crackers in the past, they have had a decent bite to them.  Afterall, they are Chili Bits.  But, this time, they were very mild. They are still a good rice cracker, just not what I expected.",not hot,3
"Its  a great idea and works as intended, unfortunetly even a small bit gives one of my dogs really bad runs. YIKES.  I might try a different flavor and see if it does not cause the same problem.",good idea,3
"I tried this product for a medical condition - symptomatic arachnoid cyst which was caused by a head injury.  Tried to use this to relieve brain compression/swelling due to the cyst to try to lower my blood pressure.  I think it was OK but the stimulant aspect gave me a headache.  I'm pretty sensitive to caffeine, sugar, salt, and chemical meds, so I'm not too surprised my reaction to this.  I just don't think I can continue to use it though.  Expensive for not being able to finish it.",It's OK,3
Nice but late delivery,Just okay,3
Good,Does the job,3
"Gold Curtain was very small will not cover even the space of letters, there's no tie thread included. Average product.",Nice,3
Good product,Just okay,3
Not bad,Does the job,3
Great deal .. 65 l quite big tank . Sufficient Cooling for one medium size room .. 3 modes works well.. best in this range,Decent product,3
Good quality,Fair,3
"This is my first bag of chai tea and I have to say, it's extremely strong if you try to drink this straight. I can barely taste the tea itself, just a bit of bitter, and an extremely strong spice taste.<br /><br />It gets better if you water it down a lot, or take it with a lot of milk (basically a chai tea latte), which I suppose is how it's supposed to be drunk. But you start losing the base tea and only get the other spices.",Very strong...,3
Cups are broken,Just okay,3
Good product ð,Does the job,3
It is ok .,Decent product,3
Good product bt costly,Nan,3
"It's a decent coffee. The Fog Chaser from S.F. Bay Coffee is a better choice.  This is what people consider a ""bold"" blend.  That means it has harshness that hits you over the tongue like a hammer.  It's not smooth by any sense.  I usually enjoy my coffee black but this one is good with a flavored creamer to take the bitter edge off.",Get the Fog Chaser instead,3
Very useful product,Good,3
Average Product...,Good,3
It's was okay not good,Does the job,3
"There's nothing really bad about this sauce but it's nothing I find myself craving either.  It's reasonably spicy and seems to have a variety of uses but I still don't find myself using it much.  I tried it on tacos, burgers, etc and it's fine but not great.",Not craving it,3
After 2 weeks use.,Just okay,3
I like it,Nan,3
Nice,Does the job,3
"While the sugar count is slightly higher than a can of coca-cola, this soda gets it sugar from 100% Fruit Juice, not from High Fructose Corn Syrup.  I wouldn't give this to my daughter every day but as an alternative to soda once in awhile I think it is a good choice!  Plus it tastes great!",Healthier Alternative than soda pop!,3
It  does not have light indicator so we are facing  difficult  to find wether the heater is on or off,Nice,3
"this processor is fantastic, it does things super fast. kneading atta is effortless. Citrus juicing also works good (mind not to put too much pressure). main difference of this processor with others is availability of all most all processor accessories, at a reasonable price.   This works great for a family who cooks daily at home, may not be that good for occasional  cooking for one or two, as cleaning after small portions of processing may look daunting. can't say about durability, go...",Decent product,3
i usually love spicy chips... but somehow don't find these appealing... next time i think i will try the plain ones first! these are light and crunchy...,they are ok!,3
"I except little more bigger..but it is small in size and it is not perfectly hanging.., it's having some bend",Does the job,3
Medium was broken,Decent product,3
"The price on this product was quite good.  I was aware before I bought it that it has more fructose than high fructose corn syrup, which I avoid like the plague because it increases one's triglycerides.  But then so does honey.  Agave nectar doesn't solidify as honey does, so it is more convenient to store and use up slowly in applications where a liquid sweetener is desirable.  I use it sparingly.",A good price for a not so healthy convenience food,3
Battery ð not good,Nice,3
"UPDATE 11/17/2011:<br /><br />I'm dropping my rating to 3 stars. After months on this food with great results, our smaller cat started gradually losing the weight he'd gained when we switched to it, losing appetite, vomiting, and even refusing to eat. This prompted a trip to the vet, and as she's suggested that although EVO is very high quality food, the protein content is too high even for many cats. She did a kidney examination and checked for other signs of renal failure (thankfully none). Her feedback was that EVO is hit/miss from cat to cat, and when her clinic used to sell EVO they had many customers complaining of cats vomiting.<br /><br />It still seems to have worked wonders with my bigger fatter cat, but with the little guy it just upsets his stomach too much. I'd probably only switch to this food by a vet's recommendation.<br /><br />Original review:<br /><br />In my quest to buy more things online and save money I started looking at cat food and investigating what really makes good cat food. The two big discoveries were (I am not a vet):<br /><br />1. Cats are obligate carnivores. They are designed to essentially eat nothing but meat.<br />2. Dry cat food is often made of mostly grains in order to get the moisture level down to make them shelf stable.<br /><br />These two things are at odds with each other. A carb heavy diet is not easily processed by house cats, may not<br /><br />have enough protein, and can be tough on their kidneys. If you've read the other reviews here for this cat food, you know that it's highly recommended for cats with renal (kidney) failure, and there are some miracle stories of diabetic cats no longer needing insulin shots after changing to this food.<br /><br />The EVO dry food uses some patented process that I don't understand, but I can only imagine it involves a combination of wizards and magnets. The end result is a dry, shelf stable food that has much more protein than other dry cat foods, with fewer grains/carbohydrates.<br /><br />Both of our cats were healthy, but one was a bit on the skinny side, and the other was fat and lazy. Within weeks of changing over to this food, the fat/lazy one has noticeably more energy. His weight fluctuates a lot so it's a bit early to say if this has had an effect. The skinny one has definitely filled out and looks much healthier. He rarely begged for food before, but he does now.<br /><br />The food turned out to be more expensive than the Nutro stuff I was feeding them before, but given the immediately visible change in our cats I feel pretty comfortable saying that this food is healthier, and might extend their lives. If it prevents my fat cat from becoming diabetic, I'd say a few hundred bucks over the next ten or so years is well worth it.",Obvious improvement in our cats' health,3
"I gave this product 3 stars  because depending on the type it is a full 5 stars or only 1 star.<br /><br />The herb kit grew quick.  My cilantro seeds didn't grow but they do have a warranty for that.  The herbs grew like crazy although keep the basil trimmed or it will smother everything else.  The choice of herbs is a little odd but they all grow really well together.<br /><br />The cherry tomato kit was horrible.  It's a lot of work to try and get them to grow right and I've only had 1 tomato ever grow.  The stalks want to grow tall but without anything to support them they start toppling over.  Overall, way too much work to be worth it.  It's easier to grow tomatoes in a pot!",Some are great some are really bad,3
"I thought I would give these jelly beans a try after seeing numerous ads in my running/health magazines.  I thought, hey I love jelly beans why not give it a go.  I have used cliff shots, GU, power bars, almost every kind of endurance treats out there.  This was my latest trial.  They were not the best but they were not terrible.  I did notice a bit of a late run boost, but the taste is medicore at best.  I thought I was trying to swallow vitamins.  If taken without water beware of a gagging sensation.  However, I have a very sensitive stomach and low tolerance when I am distance running, so that might be the reason.  If you think they will taste like jelly beans beware, they do not.  I would just stick to the old reliable jelly belly jelly beans if you are looking for a tasty on the go treat.",Still looking for the right on the run food,3
"I ordered this for my office as well. It was too large and overwhelming for the space I had planned to place it. It is a nice, elegant box. You won't be fooled that it cost a large amount of money but was fine for the cost. The selection of tea is nice and will meet a variety of tastes. I ended up taking the tea bags out and putting them in another container but would still use this as a nice display for guests at another time.",box too large,3
Noice too much...,Good,3
It's ok but not great.not happy.,Decent product,3
Sound quality not satisfied and Bluetooth connectivity is also medium,Fair,3
Good,Good,3
I tried a can of crab from the grocery store that was $4 a can. All is was was particles of crab meat kind of like coffee grinds out of a used coffee filter. It really didn't have a flavor to it. I ended up just putting it on some lettuce with ranch and ate it like a salad. I will never buy it again.<br /><br />But I really love crab meat and sushi but I can't really afford it nor do I have the time to dine out much. So I'm looking for some type of substitute for fresh seafood even though I know it won't be nearly as good so I have extremely low expectations.<br /><br />This was more like shredded crab mixed with particles of crab meat BUT there were a few thicker pieces in there like maybe from the leg of a very tiny crab. So it was better than the grocery store kind I tried and cheaper. BUT this brand had pieces of shell in it--the other did not. This one had sugar added to it so it tasted sweet which makes no sense to me.<br /><br />So I might possibly try this again knowing full well I'd do better just going to a Chinese buffet since that's the closet I will get to fresh crab in Appalachia. It's not something I will buy reguarly. Maybe once a month or every couple months. It's cheap. It somewhat has a crab taste if you use your imagination. It basically tastes like tuna.<br /><br />I will save up some money and try lump crab meat in a can next. Wish me luck.,Sweet taste and shell bits (See customer image I uploaded),3
Ok,Decent product,3
Good product,Good,3
"This was not what I thought that I had ordered.  When I read ""24 oz. Jar"" I assumed that these were shelled and in a brine liquid.  These were just dried fava beans and required a lot of work to prepare.  I must say that if the dried beans were what you were looking for, they were good.","""Jar"" Description Fooled Me",3
"These were good chips, but they were a month away from expiration (with no preservatives) when they arrived.  I was expecting them to be good for longer considering it was a pack of 12 bags.  I like chips, but not enough to eat 1.2 bags a day.<br /><br />5* for the chips<br /><br />1* for Amazon selling borderline stale chips","Good chips, Close to expiration date",3
"its a free for all in my house when i fill up the busy buddy -- and both the dogs and the cat get involved (the cat loves dog kibble lol) i do have to use the largest kibble i can find to make it more difficult.  However, the dogs have discovered that they can pick it up and swing it around like a mace... which gives them a weapon against my furniture, tv etc --- so i had to put it way - is its way to dangerous...  i bought the busy buddy tumbler instead - which is a great alternative.",both dogs and my cat love this,3
"Writing review after 5 days, battery backup is good, activity tracking is also good, feature and display is good, design is average, only drawback with this watch is this should be available in other colours also, this watch is available in only three colours",Nice,3
"Since I love French Roast, I was happy to get a sample of this particular roast. I opened the sealed bag and smelled the contents, which were not as robust-smelling as the French Roast I have been used to. I brewed a cup, and tasted it:<br /><br />1) Black no sugar -- rubbery after-taste<br />2) Black, with sugar -- mitigated the rubbery after-taste which was still there<br />3) Cream and sugar -- removed the rubbery after-taste, was pleasant and smooth but not as rich and aromatic as the French Roast I am used to.<br /><br />After four cups (not in the same day) my stomach WAS happier than when on ""normal"" coffee - I determined that the rubbery after-taste was there to stay. However, the coffee WAS smooth and definitely not acidic. But, it's a sad trade-off: low acid, rubbery taste (unless you mask it with cream/soy and sugar/honey). Hopefully something can be done to ""tweak"" those ""settings"".","Smooth, but with a bitter after-taste",3
"I do not suffer from heart-burn or other stomach ills that are related to acidity of my food. I am an average coffee drinker.  I don't have to drink decaffinated coffee, and I don't make a point of drinking only gourmet coffee either.<br /><br />This coffee claims to be the answer for the needs of those who are acid-sensitive.  I can see why, because I can taste the low acidity.  It adds a certain degree of smoothness and drinkability.  The aroma is good, it is inviting, and the after taste is quite pleasent.  Even though I don't have to drink low-acid coffee, I could drink this coffee daily, and I could be content.<br /><br />Then, there is the other side of the coin.  If you are a true gourmet coffee drinker, you probably will be very disappointed with this one.  If you are happy with the ""house-blend"" at ""Starbucks"", you will likely be happy with this one too.  If you only drink some of the specialty brands of coffee from ""Peets"", then you should not even consider buying this one.<br /><br />Finally there is the price.  I am accustomed to pay this kind of price for top of the line gourmet coffee, but I consider it on the high side for this kind of product.","This could be god-sent or ""donau-wasser"" depending on who you are",3
It's good in all aspects but at first use it gives you the smell like u are in hospital. After some days of use it's good to have it in your bathroom.,Does the job,3
"The squares are good, not a lot of sediment ounce melted since I read that's the problem sometimes, I just didn't like the flavor but I guess the product is ok.",Good product,3
Nice,Nice,3
Thin blanket ...soft and overall good .,Just okay,3
Good product at this price,Decent product,3
product is average.,Does the job,3
Not bad,Nan,3
"These lamb and barley treats have some excellent features. I was impressed the certified organic ingredients, the re-sealable bag, and I like that they are large bones, but are scored so they can be broken in half. Left whole, the treats are good for large dogs, but when broken in half would be good for medium-sized dogs. They seem a bit too hard for small dogs.<br /><br />Our dogs usually like lamb flavored food, so this seemed like a good choice. We have three dogs and each had their own reaction to the treat. Our smallest dog, who usually likes anything, would barely sniff the treat and didn't even try to eat it. The middle-sized dog who is more picky wouldn't eat it at first. After playing with it for a few minutes, he finally did eat it. I'm assuming the smell wasn't appealing to him since it doesn't smell like a typical dog treat. Our dogs are used to a variety of store-bought and homemade dog treats. However, these organic treats smelled like hay to me (I'm assuming that's the barley), and therefore weren't very well received by two of my dogs.<br /><br />Our Golden Retriever likes most any treats and she ate this one without hesitation. While the treats might be great for some, since only one of our dogs will eat the treats regularly, I don't think they would be worth the extra cost for our household.","Healthy, organic ingredients...but mixed review on flavor",3
If you are thinking to buy it for study purpose then i won't recommend it bcz it shakes to much and not suitable for study. Otherwise it's a good table and easy to fold.,Just okay,3
"I'm a coffee lover and enjoy all kinds but now drink k-cup most of time.<br /><br />This one is really tasty French roast, better than any other French roast.<br />It's packed a bit different shaped container, but usage is same with other K-cups.<br />Also it smells good too and the rich taste remains in the mouth longer.<br />Price is also good comapred to other K-cups.<br /><br />One problem is it has too much of black resides at the bottom of cup.<br />Good taste all the way but at the end I have to be careful not to drink residues. It definitely needs improvement for filtration.<br />Due to too much remnants, I would not buy this again.",Too much residues,3
"I can see how people who eat oatmeal would like this, but I was hoping for something more like cream of wheat.  It's too slimy for me.  Not sure if it was because I cooked it too long (10 minutes per the directions).  There is a recipe on it for muffins that I haven't tried yet.",Slimy like oatmeal...,3
It was ok ok not that good.,Just okay,3
"Although my dog loved this, it was really nothing but a canine snack.  The ingredients are appalling, although there are a few  nutrients.  I compromised and gave this a 3-star rating because a) my dog really enjoyed it and b) the lack of nutrients cost this product 2 stars.<br /><br />Even so, while I am glad my dog liked this product, it is doubtful I will get it again as it does not appear to be all that nutritious.",Canine Snack,3
Ok typ. Colour is little bit fade after wash...,Does the job,3
"It fits fine in my Kreuig.  My low rating is for taste. It was ok, not terrible... but not something I am excited to have in the mornings.  Put some flavored creamer in it and all's good.",Eh. Taste is ok.,3
"I purchased several bags of these to use as prizes for a mad hatter themed baby shower that I hosted, They were really cute and a big hit among the guests but I did taste a piece of the chocolate and it wasn't even worth eating. For the effect though I would purchase these again.","Really cute, But not the best chocolate.",3
"3 Months Review ðIn Micro usb mobile, not proper work, frequently  UnMountsType C Android no problem, but speed slow  i.e.15GB copying from Realme Tablet to HDD takes 30-40mins, depending on types of file.In PC SSD internal to HDD ~100MB/S AND Seagate to Seagate 55~60MB/S File System: exFAT By Default, PLZ !! Make(set in PC) it NTFS First before use.Tnz",Decent product,3
Not bad???­???­,Good,3
Thank you flipkart nice product,Nice,3
good item. easy to do partition. and partitions are too small in size like 1 inch by 1.5 inch. only one problem that  horizontal pieces can be adjusted but not vertical. see in images,Does the job,3
One of the 6 bags we received had a gap (opening) in the top seam.  We will have to throw this bag away for safety sake.  This is the 2nd food product from amazon that we have received that was not sealed completely.,1 of 6 bags was not sealed completely,3
Okay,Fair,3
Nice product,Just okay,3
Nice..,Fair,3
Ok,Decent product,3
Good,Fair,3
Nice and good quality,Nice,3
Not good working spraying Lowpressure,Just okay,3
Nice,Decent product,3
"I have to admit I was a little surprised by the product.  Normally ""treats"" are of the dry variety while this was more strips of something closer to canned food - although quite solid.  The packaging was a bit of a pain to open but once done I placed some down for my two cats.  One thought it was the greatest idea ever while the other ignored it completely.  The same thing happened with the same cats in repeated tries.  This should not be a surprise to most cat owners:  they are notoriously finicky eaters.  The problem is the price point is rather steep for something they might not even like.  I would give it a shot if you have multiple felines as at least one will problably go for it.  But then, there may be treats far less expensive they will eat with equal zeal.",It All Depends ...,3
Good but very soft!!!,Fair,3
Nice,Decent product,3
Came to me with a chipped lid.  I wrote an email to the company to see what I could do and no one responded.,Lid was chipped but I like the product,3
"THE PRODUCT, BEING NEW, IS FAIR, BUT HAVE NOT HAD TOO MUCH LUCK GETTING IT TO EXPAND MUCH....HAVE TOOOOOOO MANY FLAT HARD PIECES....FLAVOR IS OKAY, BUT HAS A GREASY TASTE TO START, LIKE IT'S BEEN SITTING IN BACON GREASE..I HAVE TRUST THAT IN TIME THE PRODUCT WILL IMPROVE AS ALL NEW PRODUCTS DO, ....I THINK IT IS A GOOD CONCEPT AND HOPE IT DOES GET BETTER",UNDER PAR,3
"As a fan of Stash Lemon-Ginger tea, this Gold kili product seemed promising.  I received a single packet to try in with one 8 oz. (250ml) cup of hot water from the Vine program.  So this commentary is from a single usage.  The ingredients are: Ginger, Honey (Fructose, Glucose and Sucrose) and Natural Lemon Flavor.<br />Given that I regularly drink tea and in fact Stash Ginger-Lemon tea;  I'm used to sweetener as optional and not included. I didn't like this aspect of this product as for the most part, I never add sugar to any beverage.  But, I wanted to keep an open mind.<br /><br />The product mixed up easily with hot water and was a cloudy yellow-orange. It was not as dark as the one shown in the product page.  The ginger was strong (which I like) and the lemon astringent (so-so).  I found that odd, as usually sugar balances the overall bitterness of lemon. However overall it had a pleasant taste and you ended up with a little burn in your mouth due to the ginger at the end.<br /><br />I think I would purchase this if it did not have honey in it, as a reasonable substitution for the Stash tea. Mind you, this product costs twice as much.",A nice bite and pleasant taste,3
Nice,Fair,3
Size is very small and not comfortable to use otherwise ok,Fair,3
Good,Does the job,3
"These crispy M&M's do not taste like they used to when they were sold here in the U.S. These might be made with dark chocolate or something, but they taste completely different.","Good, but different",3
Its a best product,Good,3
Not too good,Does the job,3
Its OK. I think that its good coffee I just don't jive with the taste/,Jet Fuel,3
"Just had my first cup of this coffee.  It is strong, just how I like it, and has a nice aroma.  Because this is micro-ground it comes through the brewer much faster than the regular K-Cups.  I am not a coffee snob but do enjoy a good strong cup in the morning to get my motor running, this fits the bill just fine.  The price makes it a deal breaker, I just ordered more to add to my collection of different varieties of coffee.  I am well satisfied and hope you will be too.<br />____UPDATE from my original review.  After using this for several weeks, I will have to agree that this is not up to snuff with regular K-Cups---I don't think it's as bad as some think but is not as good as the regular ground coffee.  Some people drink instant coffee and have no problem with it and others just don't like it.  This will wake you up in the morning, but does lack the flavor of the regular ground varieties.",Micro Grind,3
Its hdmi arc not working at all. Company doesn't listen. Sound is ok,Just okay,3
Good,Good,3
"I ordered chocolate, vanilla, and peach.  The peach is okay, but it is not my favorite.  The flavor is subtle and it doesn't end up being very sweet or peachy.  On the plus size, it is flavored with natural flavors, which is why I am switching to stevia in the first place.  Overall, though, I don't think I will get this flavor again.",Okay,3
It is plastic ball of 15 CM only not having size 20 cm,Good,3
The battery given by the supplier are of pure local and even the batteries are not working. Other the the remote looks nice.Am in urgent of remote so not returned the product just because of batteries.,Nice,3
"This variety pack came to us as an Amazon Vine program sample.  Our two cats have been living on various ""high end"" dry cat foods for some time now (e.g., the ""Before Grain"" foods in chicken, tuna and salmon versions, and some fancy pantsy ""Duck a l'orange"" stuff from our local pet shop).  They have not been partial to canned foods, nor have I often gone the canned food route because it is less than convenient and didn't seem worth the candle since they seem to favor dry food (and mice and birds and whatever else they can glean from our little acre in the woods).  They typically start out loving canned food, but after a few bites, the rest sits in the bowl and dries out before we toss it and go back to the dry food they've grown to love.<br /><br />However, both of our cats are smitten by this stuff.  It looks like real food out of the can, with large chunks of fish and seafood in a thickened broth.  It doesn't have the strong fishy smell of most canned foods and looks like something I could almost be tempted to eat my self in a pinch.  The 3 ounce size makes it perfect for a ""treat"" for the cats between feedings of dry food and they leave nothing behind when we dump a can in their dish (with some added hot water as they really love the broth).<br /><br />But I'm not sure I want my cats eating this stuff for the same reason I don't want my eight year old eating at fast food franchises, much as she might love the food and snarf it up in a flash -- I'm concerned this food may not be a healthy thing for the animal eating it or for the planet. Seeing ""Made in Thailand"" emblazoned on the box made me immediately wonder whether this stuff might include ingredients banned in the US or could otherwise be manufactured without adequate regulation of methods and materials.  The Chinese pet food fiasco certainly came to mind.<br /><br />The discussions of other reviewers about the menadione used in this product confirms my concern.  I'm also left to wonder about the source of the fish and seafood in these cans -- is it farm raised in Thailand and if so under what conditions; is it wild fish that may be subject to overfishing and at the very least ought to be feeding hungry humanity rather than going down my cats' gullets; what about mercury and other contaminants in the food?<br /><br />Bottom line: my cats seem to love the stuff, but I'm not sure that will be sufficient to convince me to buy it again.",Cats love it -- but I am concerned,3
Ok,Nice,3
