Text,Summary,Score
"I had never heard of the Celsius brand of canned iced tea before I got the case to review.  After trying it (along with some of my co-workers whom I shared the case with), we've pretty much come to similar conclusions:<br /><br />PROS - taste is ok, similar to other canned/bottled ice teas like Lipton (but not Snapple).  The tea seems to almost be some kind of energy drink (without it explicitly saying it's an energy drink - there is a warning about high caffeine sensitivity/content on the can).  On the other hand, it does NOT contain so much caffeine (like a Red Bull) that your heart will race.  Everyone that tried it said they felt more alert, but without the jittery/edgy feeling of so-called energy drinks, and without the crash a couple of hours later.  Each can only has 10 calories and the ingredients seem relatively innocuous/not a lot of chemicals.  Price per can works out similar to other energy-type drinks (though way more than soda).  Non-Carbonated.<br /><br />CONS--if you don't like Acai berries' taste, you will probably not like this tea - Acai has a somewhat tart aftertaste - the tea itself is also not terribly remarkable (compared to brands like Snapple and Arizona).  The calorie burning claims are pretty hard to verify - maybe the drink is intended to boost your energy before a workout, so you can work out more effectively?  Cans didn't seem too sturdy - one got punctured in transit, and several got dented (probably more of an issue if you have it shipped; not sure if this is available in stores?).<br /><br />Overall, an ok product, so you'll have to weigh the pro's and con's I mentioned.  If you like Acai taste, you might enjoy this more than most.","OK product....not so sure of the 'calorie burning' claims, though",3
Good,Does the job,3
"This soda is all natural unlike many others that have artificial flavoring and sweeteners.  That, in itself, makes it ok in my book. The key takeaways from tasting this is that 1. It actually taste like a soda pop and not just juice with carbonation in it.  2. It's as sweet as artificial sodas without the artificial sweeteners. Since it's all natural I guess that's alright.  3. The Kiwi can be a bit overpowering.  So only get this if you really like Kiwis.",The Kiwi is a bit overpowering.,3
Good quality product,Nan,3
"Not bad, lacking in spice and flavor. Would suggest adding some of your own asian spices. Also the noodles take a long time to soften.",Teriyaki Noodle,3
Nice,Just okay,3
"My dog loves trying to get these off her toy, but she gets them off in about 4-5 minutes.  All she does is stretch one side of it until it comes apart.  I'm kind of concerned that it might be bad for her to swallow these.  They smell like they're just plastic so I'm not sure how easily they digest.. anyone have thoughts on that?",Pit gets them off in minutes,3
This is the first time I tried Sea Salt & Vinegar chips. Not my taste.  Make sure you like salt & vinegar before ordering. You may be in for a suprise if you have never tried them before.  I'll stick with the salt and black pepper chips.,Vinegar... Not my taste!,3
"First, I love Nonni's..I buy the chocolate and plain ones all the time, but never saw the Limone. The order arrived and I noticed a somewhat musty smell on opening and then noticed the expiration date on the boxes is just 8 weeks off. The biscotti in the store are much fresher. Also found one box with a wierd mound of dried glue on the box with dirt and hair imbedded in the glue. I managed to forget the above and enjoy the biscotti...I tossed the box with glue mound. At least I hope it was glue.",Disappointed,3
Can't hang to wall,Good,3
"I thought it would fill me, but I think it was mainly that I drank a full bottle of water that filled me, and I was still hungry after I peed it out. :/ It might work for others, but it didn't really for me. :(",It's okay.,3
Nice product according to price,Nan,3
Not bad. I was not expecting a that bold of a taste. It was almost like they roasted the beans too long.,Very Bold,3
"Over the past year or so I have come to appreciate the depth of flavor in many dried and dehydrated vegetables.  They are great in anything that requires a long cooking time.  I was, however, disappointed in these peppers.  They are quite bitter and the container has many seeds in it.  If you are looking for the flavor of sweet bell peppers, it is not to be found here.","Bitter taste, not my favorite dried veg",3
Nice,Fair,3
"Maybe I was looking for something that was ""just like Starbucks...""  Sadly, I didn't find it in this product.  I found that, even when mixed with hot water, the product was a bit clumpy :(",Not A High Recommendation,3
"These Jelly Belly jellybeans come in a nice resealable stand-up pouch which lists the different jelly bean flavors on its back. There are plenty of jelly beans in this container - enough to last the casual jellybean eater at least a month or two. The inclusion of forty-nine different flavors in one bag really drives me to assign favorite and not-so-favorite flavors: some of these beans are too wacky and taste strange while others [particularly the fruit-flavored beans in my opinion] are excellent. Each jellybean is brightly-colored and easy to tell apart from its peers, so you can theoretically hone in on a particular set of flavors as you whittle down the contents of this bag.<br /><br />Honestly, I would probably go for the ""Superfruit Mix"" or the <a href=""http://www.amazon.com/gp/product/B000IKG3S0"">Jelly Belly Soda Pop Shoppe Jelly Beans, Assorted Flavors, 3.5-Ounce Bags (Pack of 12)</a> next time, only because of some of the oddball flavors included in this pouch. But everyone has their flavor preferences: you may enjoy some of the weirder flavors more than I did.","Forty-Nine Flavors...not all likeable, though...",3
I only have one major issue. Because of the texture of jerky in general it really gets stuck in your teeth and becomes a bit of a chore to eat.,"Good, healthy and protein filled snack.",3
"These taste really good...slightly sweet and salty and not at all overpowering. Both almonds and dark chocolate are healthy ingredients and I would love to give this product 5 stars.<br /><br />But, there are also not so good ingredients in the product: artificial flavors and the artificial sweeteners, acesulfame potassium and sucralose. Therefore, I will not be purchasing this product in the futire.","Tasty, but some Not too Healthy Ingredients",3
"Though the olives are large, I did not care for them as much as other bleu cheese stuffed olives I have had.  They were salty but otherwise bland.",Pretty good,3
Ok,Decent product,3
"The first box I got of these were great with very fresh tasting nuts; however, the second box was not so fresh and some of the bars had a stale taste.  Nothing worse than a stale nut--can't get that taste out of your mouth.  I guess I'll give it one more try before I cancel my Subscribe & Save for this product.",Not consistently fresh,3
"I bought a massive box of these in my enthusiasm for chocolate-covered gummi bears.  It sounded like quite a bargain compared to paying for bears by the oz. at the local candy store.  I had never seen these packaged and boxed -- only unpackaged in plastic bins.  Sadly, the boxed bears were disappointing.<br /><br />They're disappointing because the quality of the chocolate is poor.  There is little coverage of the bears, and the chocolate is not a rich, milk chocolate, but some chocolate-like brown confection, much like orange drink hardly compares to actual juice.<br /><br />The bears are also non-traditional and lacking because of it. The flavor is a little bit off, and their shape is squashed -- not dimensions of more original gummy bears.<br /><br />If you have no other option besides these, I'd say go ahead and buy the bears.  Or if you are introducing chocolate covered gummy bears to someone who finds the idea inconceivable, sure, give them a try.  Maybe you need all the extra packaging for hygiene reasons.<br /><br />But if you've had real gummy bears covered in real chocolate, these are going to disappoint.",Disappointing imitation of chocolate-covered gummy bears,3
"I heard a lot of good things about amla oil in general and Dabur brand in particular. I only used it once, so I can't say to what extend it helps hair growth.<br /><br />I doubt that I'll be using it often (if ever) though, because the smell is horrible. I used to have wood furniture polisher that had absolutely same stench.",Stinks like a furniture polisher,3
"You need to use distilled water w/ these.  The flavor is not the best if you use tap water.  Even w/ purified and distilled water, NOT the best flavor. However, super quick to make in the morning for a single cup. Do not toss out your high end coffee maker and bean grinder.  For the morning, or for the one person at a get togeather who wants coffee, yes, not bad.",Not the best coffee,3
"I decided to try these treats because the reviews were so good and the price was great. That and the fact it is such a well known brand I had high expectations.  I have a 10 month old Weimaraner that I thought would love them, however he rates it a 2 star. I was hoping he would be a little more excited about them. They are a larger treat so I break them up into smaller pieces. They also have good things in them.  Most of the time he will eat the treat. Others times he will take it and then drop it in the living room and come back to it later. I will not be getting them again.",Dog did not like them,3
"I ordered these before and they were fantastic. Ordered them again and I selected the ""Garlic"" instead of ""It"" type. The Garlic is thicker and many of them were broken. The It type are skinny and a little crunchier and come in individual packages. Not going to pay to send them back, but will be sure to select the right ones next time.",Will select the right ones next time,3
Good,Decent product,3
"I struggle between giving this 3 or 4, even 5 stars - because I am just thankful for the substitute, as I have a condition that I need low acid coffee for. However, I DO have to admit, it tastes like burnt coffee (as someone else put it) and it is no Peets or Starbucks. The taste, and the flavor it leaves in your mouth after you are done, is something I don't think I will ever get used to.<br /><br />Update: I had my father in law up. Would like to say that if you are one, like he is, that puts mounds of creamer and sugar in your coffee...apparently you will not notice a difference in taste from this brand to another. Hope that helps!",Wonderful substitute...,3
"If you read the reviews of different sellers of this product on Amazon, you will find that many customers are complaining about the same thing. Old (possibly out of date) Flake candy with dual Arabic and English labeling. I would not purchase Fake from any seller on Amazon unless they were to state in their description that the candy was fresh. My order was not inedible, but the quality was definitely compromised.",Half stale candy.,3
"I got a pretty good deal on these locally with a store sale and coupon. I did not enjoy it very much. The broth was very salty/garlic-y and I could hardly see any chicken in the cup. The lip on the container makes it hard to get everything out. These would be okay for kids. For my money <a href=""http://www.amazon.com/gp/product/B000EFBMD0"">Progresso Soup, Chicken Noodle Soup, 15.25-Ounce Microwavable Bowls (Pack of 6)</a> are better.",Campbell's Soup at Hand Chicken & Stars,3
"Definitely convenient and tastes very close to brewed coffee.  However, it's very pricey @ nearly .60 cents per cup.... Most instant coffee costs about 1/3 as much.  I would not expect Starbucks to match their prices, but would prefer about .40 cents per cup.",Good But Pricey,3
"The coffee is good,however the k-cup is not packaged well,the coffee machine barely streams coffee,more of a fast drip.  The whole idea is it's fast,right?",Good coffee bad packaging,3
"I (like many others in these reviews) bought mine at CostCo for far less than I see it here on Amazon.<br /><br />The flavor of these cookies is very good, and they are not too hard, nor too soft!  There is a nice crispness to them.<br /><br />The characters are almost all identifiable: Pooh, Eeyore, Tigger, Piglet, Roo, and a barely-identifiable Heffalump (from a recent Pooh movie, I think).  And there are quite a lot of cookies in the 4-lb jar, which (incidentally) is recyclable!<br /><br />The downside to them, however, is the sandy texture when you bite into them.  That is the only way I can describe it.  Sandy.  I don't know if it has something to do with the ""organic"" label or not, but there it is.  To be honest, that sandiness is the reason I will not buy these again, and I would not recommend anyone to buy them.  At the same time, I cannot recommend anyone *not* to buy them, either!  It's simply a matter of preference.  Thus, 3 stars.","Tasty, but Sandy",3
These 5 star reviews are likely written by somebody paid by Nabisco. These things are definitely NOT sheer indulgence. Crazy. Dry as sand... outer chocolate covering is just weird... strange flavor... just don't expect much.,Dry. Easy to tell that it's fat-free...,3
"It's an OK product, but we got tired of the taste after 3 packages and the rest just sits in the cabinet.",Should have gotten a smaller pack,3
My dogs really did not care for these. were not real p-nutty.,Real hard Bites,3
there is no any complaints about the TV the complaint is about only the jeevs idiots.... tht they wont give good responce to you pupils,Fair,3
Output Socket is not good and wire also,Decent product,3
"I was a little disappointed with this product. I am a big Pamela's Products fan, but these were just ok.",Cookies are just ok,3
"I usually buy my cats all natural organic foods, such as Blue Buffalo, Halo or Wellness. Well, all of those are VERY expensive and PetSmart doesn't carry Halo brand. I'm really big on only giving my pets foods that have decent ingredients. Wellness, Halo and Blue Buffalo all have all ingredients that I would eat, and ideally this is all I would ever feed my pets. Sadly, times are tough and this product is much more fairly priced. Though the ingredients aren't all great, the first ingredient is a true meat and not just by-products or corn meal. So, hesitantly I bought this instead. I also had a coupon, which is almost always available on their website- for $3 off. ALL five cats LOVED it. It must be a VERY palatable food. They went from eating one bowl every three days each to one whole bowl a day each. They don't seem to be getting getting fatter from it, and I haven't seen one hairball since. I think this is a decent food if your low on cash, but not great for all the time. I kind of view it as a junk food or snack for my kitties. I would recommend one of the other 3 brands mentioned before this one, but it is still MUCH better than some other brands out there. For instance, Friskies, MeowMix or even some other Purina products out there are just plain garbage ingredients.",Cat love the taste!,3
"After two years on Eukanuba lamb and rice i thought i would try a different food for my choc lab just to give him a bit of variety.<br />He likes the food alot not surprisingly but the difference is after three weeks of eating it is that he is alot hungrier than he was before, his poop is alot looser, he is thirstier and his breath is not good. His coat condition and enery levels are very good though so a mixed bag for me over all. I will likely go back to the previous food with the next order.",Dog loves it but......,3
"It is very strong, a little bitter, and tastes just like regular starbucks coffee so if you like that then you will like this.  It is definitely not medium by regular standards.  It is very bold.  I had a pumpkin creamer which I thought was too strong but I made this coffee using the 9 ounce setting and it tasted great with the pumpkin creamer.  I won't buy it again because nobody else cared for it at my house and it is a little too bitter for me.","should be called bold, not medium",3
"These were okay - but not worth the price even at subscribe and save for what you actually get.<br />The flavors are interesting, but not all that great tasting.  Worth a try once, but I would not purchase them again.",OK - not worth the price though,3
"Despite the fact that they try to hide it (each packet is 2 servings) a single packet contains 80% of the daily value of sodium, and you can taste it! If you spread one flavoring packet over enough noodles to make the salt level reasonable there's barely any flavor left! It's still a cheap way to get noodles if (like me) you use 1 flavoring packet of other types of Ramen for 2 packets of noodles and end up with excess flavoring.",too salty!,3
"Got the product and was a bit disappointed with the color of it. Based on the picture I was expecting a ""green"" plant but in real life it is closer to green/brown which I did not see from the picture. So be a bit careful if you expect a fully green plant.",Was expecting more green,3
"I don't know that there is anything about Essentia's taste that will wow you.  It is high pH, as in its alkaline water, and it is purified.  On the other hand its municipal tap water, apparently from a variety of municipalities.<br />So, while it is probably good for you, as far as its pH and electrolytes, taste wise it is just OK.  It doesn't have that ""clean"" taste familiar to those who drink spring waters.  Instead it tastes like what it is, tap water.<br /><br />You may indeed notice a ""silky"" taste - it has sodium bicarbonate in it.  That's baking soda to you and me.<br />I am not sure exactly why the sodium bicarbonate is in it, since Essentia advertises that they use electrolysis to split the water into negative (alkaline) and positive (acidic) ions.  It may be that the sodium bicarbonate is meant to support the stabilized pH or aid the electrolytes.<br /><br />Either way, if I want baking soda in my water, I'll add it myself.<br /><br />IThe bottle size is nice, about the equivalent of three ""individual size"" (16.7 ounce) water bottles.  So this is something you can drink over a few hours, or during physical activity to replenish lost fluids.  At the same time, the bottle is not so large as to make it a problem to bring with you.<br /><br />If you are looking for alkaline water, this might be a good purchase for you.  If you are buying water purely for superior taste, this isn't anything special.<br /><br />Overall, it is what it is advertised to be.  I am a little put off by the baking soda content, but other than that, it's OK.","Good pH Water, So So Taste",3
It makes noise sound when increase valuem.,Fair,3
"It's aroma is wonderful, but the flavor is not very strong.  I also find it a bit bitter.  But considering the limited amount of flavors available in subscribe & save program, it will do for now.",Smells better than it tastes,3
I really like tea and this is so inventive.  I love the look of the flowers when they bloom. It's great that they come with everything you need (the flowers and the pots).  I used these as a novelty for awhile. The taste of the tea itself isn't that great. I bought a couple of these 2 years ago and I still have some. I will use them for visual stimulation. Then steep me a real cup of tea from some other tea bag.,More decorative than tasty,3
Good,Nan,3
"My favorite dressing is the Dole White Basalmic Vinaigrette that comes in the Cherry Almond Bleu salad mix. I found a copycat recipe I wanted to try but could never find a white basalmic vinegar in the local stores, hence my purchase on Amazon (they have everything!!!). I made the dressing and though it wasn't an exact match it was close, the main difference being my version wasn't as sweet and mild. I did add more sugar which helped but as I have made other dressings with the darker balsamic vinegar I know that the sugar I added was substantial. So my theory is this vinegar is a bit stronger and more bitter than I was led to believe and I would have to say that this product is just okay.","I'm not an expert on vinegar, but...",3
"If anyone has a membership to Sam's Club, they have this type of SB coffee, same count box for $38.  Just a head's up.",Cheaper at Sam's,3
Ook,Decent product,3
"The flavors are too artificial for me. I had a good selection from different companies and if your coffee tastes are not yet set, it's a start.",Not so much,3
"I would like have more of a kick, but it's a lot better than most Keurig and superior to our local Dunkin Donuts fresh brew. Dunkin's K-cup is not in the same ballpark.",Good for a preground coffee,3
Chatfield's granulated date sugar is powdered date sugar.<br />It works okay for some applications.  I was looking for<br />a date sugar with the consistency of brown sugar.,Granulated date sugar OK,3
I buy Cheerios for my children all the time. What I like about this flavor in particular is that it gives kids the impression that it is like the other sugar loaded cereals although it is not but instead healthier. Great price and deal :),tasty and healthier,3
Ok but poor quality,Does the job,3
"having trouble finding a k kup with right strength, either too weak or too strong, but this one is better than most.",good taste but a little strong,3
"I bought these to put into my 4 year old's lunches since she is not a big eater and she needs the protein.  She said they (and the parmesan ones) tasted like potty, so I brought them to keep at my office for when I need a snack.  I've tried them and they're not too bad.  They kind of remind me of Humbles Hummus Chips, so not as good as real potato chips, but a passable alternative.","My kid hates them, but I think they're passable",3
Okk good for this price,Good,3
Average,Nan,3
"IF (and that's a big if) you can get your cat to like this kind of litter, it's great.  You have to mix clay and the pine pellets together for quite some time before they adjust.  2 of my 3 cats like it, and thankfully the third cat would prefer to go outside.  Well, Feline Pine is a great concept, but it is soooo much cheaper to go to a feed store and buy a 40 lb bag of HORSE BEDDING.  It is the same exact stuff, tightly compacted pine pellets.  I was using Feline Pine for a few months before my coworker suggested I go buy horse bedding instead.  Feline Pine:  20 lbs for $15 OR horse bedding:  40 lbs for $6.  It works exactly the same and lasts just as long.  The only difference is the Feline Pine has a stronger pine smell.  Save yourself some money and go to the feed store.",A little known secret...,3
"My Westie liked this at first, but it didn't really hold his interest.  Plus, you have to fill the bottle about half full.  He gets bored after removing a few items, and then you either have to waste the food by replacing it with smellier food, or just leave it sitting around.  I think I just need to try with food he enjoys more, but I wanted the point to be that he would eat his regular food from this toy.","Pretty good, but doesn't hold my dog's interest",3
Really great tasting chips. I really did not expect them to be as hard as they were. Good if they are cover with a cheese sauce.,Nature goodness,3
I recently purchased 2 jars of these Kosher salts and was disappointed that the jars didn't have a shaker top. Also they were not as large of jars as I thought I was getting. I realized that I paid $8.00 per pound for this salt! The salt was good but too pricey!,Over priced,3
"I took one and said good Russet potato chip but I found that the flavoring was subtle for my taste, a bit oily and overcooked. It may be because I am use to eating their great tasting <a href=""http://www.amazon.com/gp/product/B000G6Q4GM"">Kettle Chips Spicy Thai, 2-Ounce Bags (Pack of 24)</a>. Or perhaps because all the chips in the bags I received were overcooked and that overpowered the seasoning. It is obvious the chips are flavored, but if I did not read the bag I would never have thought it had Cheddar flavor. And I love New York Cheddar. The flavoring included Parmesan, Cheddar, Blue Cheese, garlic and other spices. A good chip even when overcooked, but I do not plan to buy them again.",Prefer other flavors,3
"The taste: B+<br /><br />This drink is quite tasty. It isn't the best instant coffee drink I've ever had, but close.<br /><br />But it is way too sweet for my taste. I put only one scoop (instead of the recommended two scoops) in a glass of water, and it is still too sweet. But this comes from me who usually drink black coffee, so may be just my personal preference.<br /><br />The fact that this drink uses primarily fructose instead of glucose doesn't help either. The recent studies show that fructose is ""more bad"" than glucose due to heart disease and diabetes concerns. (I provided a scientific link here, but it was edited out by Amazon. But you can search on the Internet.)<br /><br />Primarily because of the sweetness, this drink is enjoyable at the beginning, but by the time you have had just a few sips, it becomes tiring, as if the only remaining dominating flavor is its sweetness, and there is very little other fragrance left. In contrast, a good espresso or latte drink maintains a strong fragrance all the way.<br /><br />However, it is an energy drink, so it is unfair to compare it with espresso or latte on the taste department. I'm just reviewing on this so readers may have proper expectations.<br /><br />The convenience: C+<br /><br />You shouldn't buy this just for its convenience, which is lacking for this product. It isn't easy to prepare this drink at all. For a hot drink, for example, it takes many steps, including mixing, shaking, microwave, stirring, microwave again, and shaking again. It isn't terribly difficult to do if you really want to have the drink, but frankly, I find it easier to prepare real espresso on my automatic espresso machine.<br /><br />In addition, it can be quite a messy experience to have this drink. Must be because it's a protein drink, the container becomes very dirty and very difficult to clean even if you try to clean it right away.<br /><br />The nutrition: Don't know. Supposedly good.<br /><br />But to be fair, I believe most people buy this product for healthy reasons, not for its sheer taste or convenience. I'm not exactly sure how it performs in the energy department, as I have no trustworthy way to measure, but the nutritional ingredients in this drink would indicate that it is far more nutritious than regular coffee.",Too sweet and messy,3
Nyc,Good,3
"I like my hot chocolate to have alot of ""chocolatey"" flavor. Even when I use the smallest size brewing cup the Green Mountain hot cocoa K-cups tastes watered down. I have to add my own powdered hot chocolate to give it enough flavor.",Not as good as I'd hoped,3
"This is the option I used for my daughters birth announcement. I do not smoke and did not want to promote it as it is not allwoed to smoke in the office. This was the best option I could find. I did find the gum a little bit lacking on quality it was near stale. However, it is more to celebrate a occasion.",Good Alternative to tobacco cigars,3
the popcorn tastes ok when your lucky enough to get handfull of it thats not stale its kinda sad 24 packs of stale popcorn and many unpoped kernals,Abit Stale and Many Old Maids,3
"First off, the picture is not what the pack actually has.  There are some regular Skittles, some tropical Skittles, and the rest are Fizzle Skittles, which taste like Alka-Seltzer.  For the Starburst, half of them are original, then there are some with very nasty flavors, like banana-kiwi, which is just disgusting.  Overall 2.5 / 5 stars because only half of the pack (all of the originals) were good and the rest I had to give away (too nasty to eat, but fun to watch friends try them).",Meh...,3
Too sweet. And something slightly off about it. But it's good if you need to grab something quick (and you've exhausted your supply of Lara bars),"Ok, but not great",3
the only reason I purchased this on amazon is because I could not find it in the stores and the pediatrician had recommended it for my infant grandson.  It does not disolve well and tends to clump up in the nipple.,Geber Barley Cereal,3
"It smells nice, and has a thick consistency, but rather than call it a scrub, I'd call it a cleanser ; the particles meant to be scrubbing your face aren't big enough to do much scrubbing; if you want a very,very,very gentle scrub then this may be for you, but for those of you who have used the St.Ives Apricot scrub, and want something more effective then you should look elsewhere. On the plus side, it is partially organic, and natural, and as I mentioned earlier it smells nice. I just saw a review about how it smelled like rotten pineapples, and how it caused a pimple outbreak on the reviewer-I'm guessing it was either expired, or had gone bad so don't let that scare you away from trying it-you might like it. As for me,I need something with bigger particles so maybe I'll just do a homemade scrub with sugar-or better yet, I can add a little sugar to the scrub to make it more effective. Oh, and before I forget, my face did look a little brighter after I used the scrub. It isn't allthat bad, but it's just not what I was looking for in a scrub.",It's alright,3
"Vitamin Squeeze Energy Drink, was a little too sweet for my taste. You could not really referred to this as a juice because, it states right in the title drink not juice. I tried to read the ingredients and supplement information and all I could really see was that it has vitamin C it states no calories however with that in mind I would say what ever is in it, it is sweet overly sweet. Now I know there's people out there who prefer a fruit punch that his sleep but I prefer to drink something that has a little zing to it. I know this is not a product that I'm going to purchase. If this is something that would fit your taste then go for it, but I personally did not feel any energy from drinking this just the sweetness.<br /><br />Be cautioned if you are purchasing this product that it is sweet tasting and it did not have the extra energy you might be wanting or needing throughout your day. Give me a good cup of coffee any time to this. I hope this review helps you make an informed decision on your purchase.",OK,3
"Not bad, but these muffins have a slightly strange consistency and taste that lets you know you are eating sugar free. A little gummy is the best way I can describe it. I love the other healthy but ""with sugar"" mixes, so if you're not diabetic  I suggest you give yourself another measely 10 calories or so and go for the brownie, corn muffin, or bran mixes.",Meh. For another 10 calories go for the ones with sugar.,3
Ok type.,Does the job,3
"These were expensive and not any better (except for the quality of the noodles) than the average dollar store brand of Raman Noodles. Sure they had a HOT spice packet but for the expense, they just were not worth the money.<br />Also, they shouldn't even mention having meat in one of the dry mix packets as I didn't find any.  Other reviewers have said the same so it wasn't just a bad batch I received. They just don't put any discernable meat in this product.<br />Sorry Nong Shim but I needed to give an honest review.",Disappointing. Not what I expected......,3
Quality is ok ok type,Decent product,3
"Ok, so we are brand new to the gluten free lifestyle and this is actually the first attempt at bread that I have made. I mixed the dough up as instructed and realized that french bread is not shaped like a brick, so I attempted to make it at least look like a loaf of bread. Umm.. that didn't work out, this stuff had the texture of frosting. I ended up making rolls. As for flavor, I kept thinking something was missing (ie; flavor of any kind), even homemade jam only helped a little. Great texture and moisture levels though.",More like . . . . Not french bread mix,3
"tried it on my kitty who sometimes attacks our other kitty. put a few drops on his treats... a little more than the box says because he weighs 21 lbs.! i gave him the correct dosage, 4 drops, the first night and he attacked her early the next morning. then i gave him more later and it seemed like he was fine for a couple of days and then started attacking her again... so i don't know if it did work or didn't work and he just didn't attack her because he wasn't in the mood. probably won't buy it again... was really hoping it would work!<br /><br />i did stop giving it to him and it seems like he attacks her less now so i have no idea if it works or not. my old neighbor gave her small cat a dropper full and it worked on her so i guess it depends on the cat...",not sure if it worked...,3
"I like that this is a reasonably priced organic dog food that is readily available. I switched to this when the brand I had been feeding my dogs for years began to upset the tummy of my senior. However, neither of my dogs (even my ""chowhound"") is crazy about it. They eventually did eat it, but it took a lot of coaxing. But the tummy problems did clear up.",Good news and bad news,3
Good,Good,3
I found these soft cookies to be moist and flavorable. Though I'm not a huge fan of oatmeal raisin these were surprisingly good. Was so happy to get a chance to try them.,YUM,3
I tried this egg powder by itself and it was pretty bad but I then added it as filler during baking and it was fine. I used a bit in am omelet along with real eggs and you could hardly tell. I had to do a little testing to get the right mix.,Additive Only unless you like bland,3
"Oddly, I have given the cats Turkey & Spinach in the 5.5oz size and they seemed to like it. I bought 2 cases of this 3oz and they only touch it after realizing that I will not give them more food.<br /><br />It may be because I gave them Turkey & Seafood for a while in between. It's odd because they scarf up that flavor, and they would scarf up the Turkey & Spinach in the 5.5oz size. WEIRD.<br /><br />I rate it 5 stars for the ingredients and quality. I always feed them Castor & Pollux. However, as always, test not only the flavor but also the size of the can. When I scoop the food out of the can the consistency in the 3oz cans seems somewhat thicker than the 5.5oz (in all flavors I have tried). This may be a contributing factor to their distaste for this particular combination.<br /><br />Great product, just verify kitty flavor approval.",Cat didn't like flavor,3
"I thought, wow, bulk Lucky Country Red Licorice, sweet, but alas no, it is a mass produced Americanized version from Lucky Country's new US manufacturing plant.  The recipe is completely different from the Lucky Country Red Licorice (same brand, same name) that is Imported from Australia.  The original recipe has more real licorice despite being a red licorice, and is much softer.  The Made in US version is your typical chewy waxy candy licorice with barely a hint of licorice, just pure sweet.  Shame on Lucky Country for taking a high end sophisticated product and watering it down like every licorice sold in every drug store in the US.  I'm heading back to Target or Trader Joe's for the real thing.","Made in the US version, not the same recipe as Imported from Austrailia version",3
"My 2 cats are picky tuna lovers and this was all that was available at the time. They still love this, but the smelly fish scent is very strong and the kitchen smells for a bit after they eat it. They still love it. But I don't like the smell. I'd buy it again if there was no other choice. But if there is tuna, I'd go for that instead.",My cats love this smelly fish,3
Good,Good,3
"Cookies arrived on time and reportedly tasted fine, but everything had bounced around and was a jumbled mess in the packaged. Not exactly the cute gift I intended, but since it was for my 19 year old son at college he didn't care what it looked like. I wouldn't purchase again, though.","Product tasted fine, but arrived a jumbled mess & was a gift.",3
Awesome thank you flipkart,Does the job,3
"Average material, plate size is small than expected.",Nice,3
"First of all, I am a huge fan of chocolates so when I saw this cereal, I had to try it. My husband describes this as if eating a slice of chocolate cake but to me, it had the chocolate taste to it but it was very artificial tasting and not as good as other chocolate cereals I've had. The milk makes it so it's all soggy and no crunch and it only takes a few seconds for it to turn soggy. The way around it was to eat it dry and then take a quick chug of milk. That helped it a little bit but it's still not one that I would be buying on a regular basis.<br /><br />Compared to some of the other chocolate cereals on the market, such as cocoa pebbles, cocoa puffs, etc., this is probably at the low end of the totem for me.",It was just OK and this coming from a chocolate lover,3
"Great tasting, but contain hydrogenated soy and/or cottonseed oil and PH palm kernel oil!",Hydrogenated fats!,3
"I've always loved Hershey almond bars and bought them by the pack! BUT..I've noticed that they don't have as many almonds as they used to. I've eaten them all my life, and there is definetly less almonds. I still love them but I've also been eating Ritter chocolate bars with hazlenuts, and they are to die for!",Yummy,3
